Order_ID,Order_Date,Day_Name,Time_Slot,Order_Type,Customer_ID,Customer_Type,Visit_Count_Week,Section,Item_Name,Category,Quantity,Unit_Price,Unit_Cost,Payment_Method,Discount_Applied,Discount_Percent,Wait_Time_Minutes,Staff_Shift
103233,12/29/2025,Monday,Night,Dine-In,C2980,Repeat,5,Juice Bar,Pomegranate Juice,Drink,1,350,160,Online,Yes,0,6,Night
103234,10/8/2025,Wednesday,Night,Dine-In,C2543,Repeat,2,Desi Food,Mutton Karahi,Main Course,4,3200,2200,Card,Yes,10,8,Evening
103235,11/18/2025,Tuesday,Evening,Takeaway,C1267,Repeat,2,Sweet Section,Gulab Jamun,Dessert,5,200,120,Card,Yes,0,21,Night
103236,12/29/2025,Monday,Afternoon,Takeaway,C1318,New,1,Desi Food,Chicken Karahi,Main Course,3,1800,1100,Card,No,0,24,Night
103237,1/19/2026,Monday,Night,Dine-In,C2000,Repeat,5,BBQ,Chicken Tikka,BBQ,3,450,280,Cash,Yes,0,10,Night
103238,1/22/2026,Thursday,Evening,Takeaway,C1987,Repeat,3,BBQ,Chicken Malai Boti,BBQ,2,520,350,Cash,Yes,10,9,Evening
103239,12/14/2025,Sunday,Morning,Takeaway,C2547,New,1,Desi Food,Daal Chana,Main Course,1,550,360,Online,Yes,10,24,Evening
103240,12/21/2025,Sunday,Night,Takeaway,C0030,Repeat,2,Sweet Section,Ras Malai,Dessert,4,260,180,Cash,Yes,15,6,Evening
103241,11/26/2025,Wednesday,Evening,Dine-In,C1476,New,1,Desi Food,Chicken Handi,Main Course,3,1600,1050,Card,No,15,14,Morning
103242,12/18/2025,Thursday,Night,Dine-In,C2016,Repeat,6,Juice Bar,Orange Juice,Drink,4,220,80,Cash,Yes,10,14,Morning
103243,12/21/2025,Sunday,Afternoon,Takeaway,C0226,New,1,Desi Food,Beef Nihari,Main Course,2,1400,950,Cash,No,0,19,Morning
103244,10/15/2025,Wednesday,Evening,Takeaway,C2186,Repeat,6,Sweet Section,Kheer,Dessert,2,180,140,Card,No,15,7,Night
103245,1/3/2026,Saturday,Evening,Takeaway,C0260,Repeat,3,Sweet Section,Gajar Halwa,Dessert,2,300,210,Online,No,15,14,Night
103246,11/22/2025,Saturday,Evening,Dine-In,C1510,Repeat,5,Desi Food,Daal Mash,Main Course,2,600,400,Online,Yes,5,17,Night
103247,1/16/2026,Friday,Evening,Takeaway,C0373,Repeat,4,BBQ,Chicken Malai Boti,BBQ,1,520,350,Cash,Yes,5,17,Evening
103248,1/25/2026,Sunday,Evening,Dine-In,C2071,Repeat,4,Sweet Section,Gulab Jamun,Dessert,5,200,120,Cash,No,5,21,Evening
103249,11/22/2025,Saturday,Evening,Dine-In,C1594,New,1,Sweet Section,Kheer,Dessert,3,180,140,Online,Yes,5,14,Night
103250,11/15/2025,Saturday,Morning,Dine-In,C2381,Repeat,3,Sweet Section,Custard,Dessert,3,150,100,Online,Yes,10,12,Night
103251,11/13/2025,Thursday,Morning,Dine-In,C0386,Repeat,4,Desi Food,Chicken Karahi,Main Course,4,1800,1100,Card,No,15,14,Morning
103252,10/3/2025,Friday,Night,Dine-In,C0982,Repeat,5,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Cash,Yes,15,8,Night
103253,12/16/2025,Tuesday,Afternoon,Takeaway,C1664,Repeat,4,Juice Bar,Banana Shake,Drink,3,220,150,Cash,Yes,0,24,Morning
103254,11/19/2025,Wednesday,Evening,Takeaway,C2992,Repeat,4,BBQ,Seekh Kebab,BBQ,2,180,110,Online,Yes,15,19,Evening
103255,12/27/2025,Saturday,Night,Takeaway,C2207,Repeat,3,Sweet Section,Gulab Jamun,Dessert,4,200,120,Cash,No,0,22,Night
103256,1/15/2026,Thursday,Night,Takeaway,C2710,Repeat,3,Sweet Section,Ras Malai,Dessert,3,260,180,Cash,Yes,15,27,Night
103257,1/14/2026,Wednesday,Night,Dine-In,C2804,Repeat,3,Sweet Section,Custard,Dessert,5,150,100,Card,No,0,8,Night
103258,12/27/2025,Saturday,Evening,Takeaway,C2203,Repeat,3,Desi Food,Daal Chana,Main Course,4,550,360,Online,Yes,5,27,Morning
103259,12/16/2025,Tuesday,Evening,Takeaway,C2035,Repeat,3,Sweet Section,Gulab Jamun,Dessert,1,200,120,Card,No,15,11,Morning
103260,10/22/2025,Wednesday,Night,Takeaway,C0217,Repeat,4,Juice Bar,Pomegranate Juice,Drink,1,350,160,Card,Yes,5,12,Evening
103261,12/12/2025,Friday,Night,Takeaway,C0042,Repeat,5,BBQ,Chicken Tikka,BBQ,1,450,280,Card,No,0,11,Night
103262,11/9/2025,Sunday,Evening,Takeaway,C0665,New,1,Sweet Section,Custard,Dessert,1,150,100,Card,No,15,23,Morning
103263,12/30/2025,Tuesday,Evening,Dine-In,C1400,Repeat,3,Sweet Section,Gajar Halwa,Dessert,3,300,210,Card,No,5,27,Night
103264,10/12/2025,Sunday,Evening,Takeaway,C1199,Repeat,3,Sweet Section,Custard,Dessert,4,150,100,Online,No,5,7,Night
103265,11/27/2025,Thursday,Morning,Takeaway,C2311,Repeat,2,Sweet Section,Gulab Jamun,Dessert,3,200,120,Cash,No,15,9,Night
103266,12/31/2025,Wednesday,Night,Dine-In,C2015,Repeat,2,Desi Food,Mix Vegetable,Main Course,4,650,420,Online,No,15,23,Morning
103267,1/15/2026,Thursday,Night,Takeaway,C2856,Repeat,4,Sweet Section,Gulab Jamun,Dessert,3,200,120,Cash,No,5,9,Morning
103268,10/26/2025,Sunday,Night,Takeaway,C1817,Repeat,5,BBQ,Chicken Boti,BBQ,3,480,310,Card,Yes,0,5,Evening
103269,1/9/2026,Friday,Evening,Takeaway,C0583,Repeat,3,BBQ,Chicken Malai Boti,BBQ,3,520,350,Online,No,0,20,Night
103270,11/23/2025,Sunday,Morning,Takeaway,C1666,Repeat,4,BBQ,Chicken Tikka,BBQ,1,450,280,Cash,Yes,10,19,Night
103271,11/1/2025,Saturday,Afternoon,Dine-In,C1880,Repeat,5,Juice Bar,Strawberry Shake,Drink,4,280,170,Card,No,0,20,Night
103272,12/1/2025,Monday,Night,Dine-In,C0367,Repeat,2,Sweet Section,Custard,Dessert,3,150,100,Online,Yes,10,19,Evening
103273,12/13/2025,Saturday,Evening,Takeaway,C0504,Repeat,5,Desi Food,Beef Nihari,Main Course,2,1400,950,Cash,Yes,5,27,Night
103274,10/7/2025,Tuesday,Afternoon,Dine-In,C1815,Repeat,5,BBQ,Chicken Boti,BBQ,1,480,310,Cash,No,0,9,Morning
103275,1/18/2026,Sunday,Evening,Takeaway,C1121,Repeat,5,Juice Bar,Mango Juice,Drink,4,250,90,Online,No,5,13,Evening
103276,10/24/2025,Friday,Evening,Takeaway,C2196,Repeat,6,Desi Food,Mix Vegetable,Main Course,5,650,420,Online,Yes,0,5,Night
103277,11/28/2025,Friday,Evening,Takeaway,C0722,Repeat,4,BBQ,Chicken Malai Boti,BBQ,5,520,350,Cash,No,5,10,Night
103278,1/28/2026,Wednesday,Evening,Takeaway,C0906,Repeat,3,BBQ,Seekh Kebab,BBQ,1,180,110,Card,No,5,13,Evening
103279,12/31/2025,Wednesday,Evening,Takeaway,C2535,New,1,BBQ,Beef Boti,BBQ,1,700,520,Cash,No,0,19,Evening
103280,1/4/2026,Sunday,Night,Dine-In,C2118,Repeat,5,Desi Food,Chicken Handi,Main Course,4,1600,1050,Card,No,15,24,Morning
103281,10/23/2025,Thursday,Evening,Takeaway,C2164,Repeat,5,Sweet Section,Gajar Halwa,Dessert,5,300,210,Cash,No,15,4,Morning
103282,10/10/2025,Friday,Night,Takeaway,C0586,Repeat,6,BBQ,Chicken Malai Boti,BBQ,1,520,350,Online,Yes,0,23,Evening
103283,11/27/2025,Thursday,Night,Takeaway,C1156,Repeat,4,Sweet Section,Ras Malai,Dessert,2,260,180,Card,Yes,0,5,Evening
103284,10/22/2025,Wednesday,Night,Takeaway,C0700,Repeat,6,Sweet Section,Gulab Jamun,Dessert,4,200,120,Card,Yes,5,22,Morning
103285,10/28/2025,Tuesday,Night,Takeaway,C1631,Repeat,5,BBQ,Beef Boti,BBQ,5,700,520,Online,Yes,5,9,Morning
103286,10/22/2025,Wednesday,Evening,Takeaway,C1681,Repeat,4,Desi Food,Daal Chana,Main Course,4,550,360,Card,Yes,10,18,Evening
103287,1/11/2026,Sunday,Evening,Takeaway,C2196,Repeat,4,Sweet Section,Gajar Halwa,Dessert,2,300,210,Cash,No,15,12,Night
103288,11/20/2025,Thursday,Night,Takeaway,C1545,Repeat,4,Juice Bar,Pomegranate Juice,Drink,5,350,160,Online,Yes,0,9,Morning
103289,12/6/2025,Saturday,Night,Takeaway,C1347,New,1,Desi Food,Daal Chana,Main Course,5,550,360,Cash,No,15,7,Evening
103290,10/15/2025,Wednesday,Morning,Takeaway,C2837,Repeat,2,BBQ,Beef Kebab,BBQ,3,200,140,Cash,No,10,25,Night
103291,11/29/2025,Saturday,Evening,Dine-In,C0852,Repeat,4,Desi Food,Chicken Karahi,Main Course,4,1800,1100,Online,Yes,10,21,Morning
103292,12/4/2025,Thursday,Night,Takeaway,C2464,New,1,Sweet Section,Gulab Jamun,Dessert,2,200,120,Card,No,5,8,Night
103293,1/16/2026,Friday,Afternoon,Takeaway,C0576,Repeat,3,Desi Food,Mix Vegetable,Main Course,4,650,420,Online,No,5,22,Evening
103294,10/24/2025,Friday,Afternoon,Dine-In,C0756,Repeat,4,BBQ,Beef Kebab,BBQ,3,200,140,Online,Yes,0,15,Night
103295,1/6/2026,Tuesday,Night,Dine-In,C1237,Repeat,3,BBQ,Beef Boti,BBQ,1,700,520,Cash,No,5,24,Evening
103296,11/8/2025,Saturday,Night,Dine-In,C2553,Repeat,2,Desi Food,Mutton Karahi,Main Course,3,3200,2200,Online,No,5,7,Evening
103297,11/27/2025,Thursday,Afternoon,Dine-In,C0731,Repeat,3,Juice Bar,Strawberry Shake,Drink,1,280,170,Cash,Yes,15,14,Evening
103298,1/2/2026,Friday,Night,Dine-In,C2983,Repeat,2,BBQ,Seekh Kebab,BBQ,4,180,110,Online,Yes,10,27,Morning
103299,11/19/2025,Wednesday,Evening,Takeaway,C0947,Repeat,6,Sweet Section,Gulab Jamun,Dessert,1,200,120,Card,Yes,15,12,Evening
103300,12/8/2025,Monday,Evening,Takeaway,C1427,Repeat,3,BBQ,Beef Boti,BBQ,3,700,520,Cash,Yes,15,27,Night
103301,12/29/2025,Monday,Evening,Dine-In,C1224,Repeat,2,Juice Bar,Pomegranate Juice,Drink,5,350,160,Online,No,10,18,Night
103302,12/8/2025,Monday,Night,Takeaway,C2138,Repeat,5,Sweet Section,Custard,Dessert,3,150,100,Card,Yes,15,20,Evening
103303,11/23/2025,Sunday,Evening,Dine-In,C2974,Repeat,3,Sweet Section,Gajar Halwa,Dessert,4,300,210,Online,Yes,5,27,Night
103304,11/20/2025,Thursday,Night,Takeaway,C2176,Repeat,3,BBQ,Beef Boti,BBQ,1,700,520,Card,Yes,0,7,Morning
103305,12/21/2025,Sunday,Night,Takeaway,C2720,Repeat,2,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Cash,Yes,5,26,Evening
103306,12/16/2025,Tuesday,Night,Takeaway,C1483,New,1,Sweet Section,Ras Malai,Dessert,1,260,180,Online,Yes,10,13,Evening
103307,1/13/2026,Tuesday,Morning,Dine-In,C1925,Repeat,6,Juice Bar,Strawberry Shake,Drink,1,280,170,Online,No,5,11,Morning
103308,1/24/2026,Saturday,Evening,Dine-In,C1679,Repeat,6,Juice Bar,Strawberry Shake,Drink,2,280,170,Card,Yes,15,13,Night
103309,11/17/2025,Monday,Morning,Takeaway,C1788,Repeat,5,BBQ,Beef Boti,BBQ,5,700,520,Card,No,10,28,Morning
103310,11/1/2025,Saturday,Night,Dine-In,C0094,New,1,Juice Bar,Fresh Lime Soda,Drink,1,180,70,Card,No,5,29,Night
103311,1/12/2026,Monday,Evening,Dine-In,C1544,Repeat,3,Desi Food,Daal Chana,Main Course,3,550,360,Cash,Yes,10,23,Evening
103312,1/2/2026,Friday,Afternoon,Takeaway,C0412,Repeat,2,Desi Food,Beef Nihari,Main Course,5,1400,950,Card,No,10,17,Morning
103313,11/2/2025,Sunday,Evening,Dine-In,C1505,Repeat,4,BBQ,Beef Boti,BBQ,2,700,520,Online,Yes,10,16,Evening
103314,10/11/2025,Saturday,Evening,Dine-In,C2698,Repeat,3,Sweet Section,Ras Malai,Dessert,5,260,180,Cash,No,5,5,Night
103315,10/4/2025,Saturday,Evening,Dine-In,C1350,Repeat,2,Desi Food,Daal Chana,Main Course,2,550,360,Online,No,15,19,Evening
103316,10/2/2025,Thursday,Night,Dine-In,C1965,Repeat,2,Sweet Section,Ras Malai,Dessert,2,260,180,Cash,No,10,19,Evening
103317,10/12/2025,Sunday,Afternoon,Takeaway,C1222,Repeat,3,Desi Food,Beef Nihari,Main Course,4,1400,950,Cash,Yes,0,30,Morning
103318,12/13/2025,Saturday,Night,Dine-In,C1464,Repeat,3,Desi Food,Beef Nihari,Main Course,5,1400,950,Card,Yes,0,13,Morning
103319,11/5/2025,Wednesday,Night,Dine-In,C1929,Repeat,2,BBQ,Seekh Kebab,BBQ,5,180,110,Online,Yes,0,22,Evening
103320,10/23/2025,Thursday,Night,Takeaway,C0180,New,1,Sweet Section,Ras Malai,Dessert,5,260,180,Cash,No,0,27,Night
103321,11/21/2025,Friday,Night,Takeaway,C1596,Repeat,2,BBQ,Chicken Boti,BBQ,5,480,310,Online,Yes,15,29,Morning
103322,12/1/2025,Monday,Night,Takeaway,C0922,Repeat,6,BBQ,Chicken Tikka,BBQ,5,450,280,Card,No,10,23,Morning
103323,12/25/2025,Thursday,Afternoon,Dine-In,C0474,Repeat,2,Sweet Section,Ras Malai,Dessert,4,260,180,Cash,No,10,30,Night
103324,12/27/2025,Saturday,Night,Dine-In,C1642,Repeat,6,Desi Food,Mutton Karahi,Main Course,3,3200,2200,Card,No,15,23,Night
103325,12/29/2025,Monday,Night,Dine-In,C2363,New,1,Sweet Section,Gajar Halwa,Dessert,3,300,210,Cash,Yes,0,8,Morning
103326,12/5/2025,Friday,Morning,Takeaway,C2602,Repeat,5,Desi Food,Mix Vegetable,Main Course,4,650,420,Online,No,10,7,Evening
103327,10/24/2025,Friday,Evening,Takeaway,C2134,Repeat,6,Juice Bar,Pomegranate Juice,Drink,5,350,160,Cash,No,5,6,Night
103328,12/31/2025,Wednesday,Afternoon,Takeaway,C0756,Repeat,6,Juice Bar,Banana Shake,Drink,2,220,150,Card,Yes,0,14,Night
103329,12/14/2025,Sunday,Evening,Dine-In,C0771,Repeat,6,BBQ,Beef Kebab,BBQ,3,200,140,Online,Yes,10,4,Evening
103330,10/29/2025,Wednesday,Evening,Takeaway,C0588,Repeat,2,Sweet Section,Kheer,Dessert,5,180,140,Online,Yes,0,11,Night
103331,10/21/2025,Tuesday,Evening,Dine-In,C1110,New,1,BBQ,Beef Boti,BBQ,2,700,520,Card,Yes,0,24,Evening
103332,1/23/2026,Friday,Night,Dine-In,C2692,Repeat,2,Juice Bar,Strawberry Shake,Drink,5,280,170,Online,No,10,18,Night
103333,10/3/2025,Friday,Night,Dine-In,C1139,Repeat,5,Sweet Section,Custard,Dessert,2,150,100,Card,No,10,12,Night
103334,1/29/2026,Thursday,Morning,Dine-In,C1017,Repeat,3,Juice Bar,Orange Juice,Drink,5,220,80,Card,No,15,12,Morning
103335,12/15/2025,Monday,Evening,Takeaway,C1623,Repeat,5,Sweet Section,Gulab Jamun,Dessert,2,200,120,Cash,Yes,0,24,Morning
103336,11/20/2025,Thursday,Afternoon,Dine-In,C2107,New,1,Juice Bar,Orange Juice,Drink,1,220,80,Online,Yes,10,6,Night
103337,11/20/2025,Thursday,Afternoon,Dine-In,C1483,Repeat,3,Juice Bar,Orange Juice,Drink,3,220,80,Online,Yes,5,21,Evening
103338,12/15/2025,Monday,Night,Takeaway,C2340,New,1,Desi Food,Daal Mash,Main Course,4,600,400,Online,Yes,5,7,Evening
103339,11/23/2025,Sunday,Evening,Dine-In,C0730,Repeat,4,Juice Bar,Mango Juice,Drink,2,250,90,Online,Yes,10,15,Night
103340,10/18/2025,Saturday,Evening,Dine-In,C1503,Repeat,4,Sweet Section,Custard,Dessert,3,150,100,Cash,Yes,15,6,Morning
103341,1/11/2026,Sunday,Night,Takeaway,C2578,Repeat,4,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Online,No,5,7,Morning
103342,11/30/2025,Sunday,Night,Takeaway,C1687,Repeat,6,Sweet Section,Gajar Halwa,Dessert,3,300,210,Online,Yes,5,28,Night
103343,10/24/2025,Friday,Evening,Dine-In,C2411,Repeat,5,BBQ,Beef Kebab,BBQ,1,200,140,Card,No,10,27,Morning
103344,10/2/2025,Thursday,Night,Takeaway,C0749,Repeat,5,Desi Food,Chicken Karahi,Main Course,1,1800,1100,Cash,Yes,15,29,Evening
103345,1/20/2026,Tuesday,Evening,Takeaway,C2031,Repeat,5,Juice Bar,Orange Juice,Drink,2,220,80,Card,Yes,5,13,Morning
103346,11/3/2025,Monday,Afternoon,Dine-In,C1458,New,1,Juice Bar,Orange Juice,Drink,1,220,80,Card,No,5,30,Evening
103347,1/10/2026,Saturday,Night,Dine-In,C0736,Repeat,6,Desi Food,Chicken White Karahi,Main Course,1,1950,1200,Cash,No,0,16,Morning
103348,11/30/2025,Sunday,Night,Takeaway,C0961,Repeat,3,Sweet Section,Custard,Dessert,1,150,100,Card,Yes,10,16,Morning
103349,10/21/2025,Tuesday,Afternoon,Dine-In,C1629,Repeat,2,Desi Food,Mutton Karahi,Main Course,4,3200,2200,Online,No,15,15,Night
103350,10/11/2025,Saturday,Night,Takeaway,C0548,Repeat,2,Sweet Section,Gulab Jamun,Dessert,5,200,120,Card,No,5,10,Night
103351,10/6/2025,Monday,Afternoon,Dine-In,C0092,Repeat,5,Juice Bar,Fresh Lime Soda,Drink,3,180,70,Cash,Yes,0,9,Night
103352,10/8/2025,Wednesday,Evening,Dine-In,C2917,Repeat,6,BBQ,Chicken Tikka,BBQ,5,450,280,Cash,No,10,9,Morning
103353,1/28/2026,Wednesday,Evening,Takeaway,C1334,Repeat,6,Juice Bar,Orange Juice,Drink,5,220,80,Cash,Yes,15,30,Night
103354,11/6/2025,Thursday,Evening,Takeaway,C2414,Repeat,4,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Online,Yes,15,8,Night
103355,10/4/2025,Saturday,Night,Takeaway,C0277,Repeat,6,Desi Food,Chicken Handi,Main Course,1,1600,1050,Online,Yes,5,18,Morning
103356,12/14/2025,Sunday,Night,Dine-In,C2985,Repeat,5,Juice Bar,Strawberry Shake,Drink,3,280,170,Online,Yes,15,12,Evening
103357,1/22/2026,Thursday,Night,Dine-In,C1828,Repeat,5,BBQ,Beef Boti,BBQ,4,700,520,Online,No,0,25,Morning
103358,1/7/2026,Wednesday,Night,Dine-In,C0504,Repeat,3,Sweet Section,Ras Malai,Dessert,5,260,180,Card,Yes,15,20,Evening
103359,12/1/2025,Monday,Evening,Takeaway,C2831,Repeat,2,Desi Food,Daal Mash,Main Course,2,600,400,Cash,Yes,15,8,Night
103360,10/12/2025,Sunday,Evening,Takeaway,C0751,Repeat,6,Juice Bar,Pomegranate Juice,Drink,2,350,160,Card,No,15,22,Evening
103361,12/17/2025,Wednesday,Night,Takeaway,C0415,Repeat,2,Desi Food,Daal Mash,Main Course,4,600,400,Online,Yes,0,12,Evening
103362,1/15/2026,Thursday,Afternoon,Dine-In,C1305,Repeat,6,Juice Bar,Strawberry Shake,Drink,1,280,170,Cash,No,10,21,Night
103363,10/9/2025,Thursday,Night,Dine-In,C2272,Repeat,3,Desi Food,Mutton Karahi,Main Course,4,3200,2200,Online,Yes,5,30,Evening
103364,10/1/2025,Wednesday,Evening,Takeaway,C2723,Repeat,3,Juice Bar,Fresh Lime Soda,Drink,2,180,70,Cash,Yes,0,20,Evening
103365,11/3/2025,Monday,Night,Takeaway,C1513,New,1,Juice Bar,Mango Juice,Drink,4,250,90,Cash,No,10,24,Morning
103366,11/10/2025,Monday,Evening,Dine-In,C1197,Repeat,5,Desi Food,Daal Chana,Main Course,4,550,360,Card,Yes,0,18,Night
103367,10/4/2025,Saturday,Afternoon,Dine-In,C1548,Repeat,2,Desi Food,Chicken Handi,Main Course,2,1600,1050,Cash,Yes,5,15,Evening
103368,12/3/2025,Wednesday,Afternoon,Takeaway,C0505,New,1,Juice Bar,Strawberry Shake,Drink,1,280,170,Cash,Yes,0,26,Night
103369,12/23/2025,Tuesday,Morning,Dine-In,C1234,Repeat,2,Juice Bar,Banana Shake,Drink,2,220,150,Online,No,5,13,Morning
103370,1/28/2026,Wednesday,Evening,Takeaway,C1403,Repeat,3,Sweet Section,Gulab Jamun,Dessert,5,200,120,Cash,Yes,15,4,Evening
103371,12/30/2025,Tuesday,Night,Takeaway,C0464,Repeat,2,Sweet Section,Custard,Dessert,5,150,100,Card,Yes,5,15,Night
103372,11/3/2025,Monday,Night,Takeaway,C0943,Repeat,6,Juice Bar,Pomegranate Juice,Drink,4,350,160,Online,Yes,5,19,Evening
103373,10/25/2025,Saturday,Night,Dine-In,C2280,Repeat,3,Juice Bar,Strawberry Shake,Drink,2,280,170,Online,No,15,23,Night
103374,1/21/2026,Wednesday,Night,Dine-In,C0312,Repeat,3,Desi Food,Chicken Karahi,Main Course,3,1800,1100,Cash,Yes,5,18,Night
103375,12/20/2025,Saturday,Night,Takeaway,C0512,Repeat,4,Sweet Section,Gajar Halwa,Dessert,5,300,210,Card,Yes,10,15,Night
103376,12/27/2025,Saturday,Night,Takeaway,C2548,New,1,Sweet Section,Gulab Jamun,Dessert,5,200,120,Online,Yes,15,15,Morning
103377,12/7/2025,Sunday,Night,Takeaway,C2784,New,1,Juice Bar,Pomegranate Juice,Drink,4,350,160,Online,Yes,10,23,Night
103378,10/11/2025,Saturday,Afternoon,Takeaway,C2563,Repeat,5,Desi Food,Mutton Karahi,Main Course,5,3200,2200,Card,Yes,5,30,Morning
103379,12/20/2025,Saturday,Afternoon,Dine-In,C2008,Repeat,4,BBQ,Chicken Tikka,BBQ,1,450,280,Card,No,0,4,Evening
103380,11/10/2025,Monday,Afternoon,Takeaway,C2642,Repeat,6,Desi Food,Mix Vegetable,Main Course,1,650,420,Cash,Yes,5,18,Evening
103381,11/1/2025,Saturday,Evening,Dine-In,C0815,Repeat,4,BBQ,Beef Boti,BBQ,4,700,520,Cash,Yes,10,26,Evening
103382,1/20/2026,Tuesday,Evening,Dine-In,C2147,Repeat,4,Desi Food,Beef Nihari,Main Course,4,1400,950,Card,Yes,15,22,Evening
103383,12/24/2025,Wednesday,Evening,Takeaway,C1155,Repeat,4,BBQ,Beef Kebab,BBQ,4,200,140,Cash,No,5,15,Night
103384,12/5/2025,Friday,Afternoon,Takeaway,C0852,New,1,BBQ,Seekh Kebab,BBQ,1,180,110,Cash,No,5,21,Morning
103385,12/29/2025,Monday,Afternoon,Dine-In,C1129,New,1,Sweet Section,Ras Malai,Dessert,1,260,180,Cash,Yes,5,8,Night
103386,11/8/2025,Saturday,Night,Dine-In,C2025,Repeat,2,BBQ,Chicken Tikka,BBQ,3,450,280,Cash,No,10,27,Evening
103387,11/1/2025,Saturday,Evening,Dine-In,C0224,Repeat,2,Desi Food,Chicken Karahi,Main Course,2,1800,1100,Online,Yes,15,4,Evening
103388,12/28/2025,Sunday,Evening,Takeaway,C0989,Repeat,2,Sweet Section,Ras Malai,Dessert,4,260,180,Online,Yes,15,9,Night
103389,10/9/2025,Thursday,Night,Takeaway,C0842,Repeat,5,BBQ,Beef Kebab,BBQ,1,200,140,Card,Yes,0,27,Night
103390,11/1/2025,Saturday,Evening,Dine-In,C2014,Repeat,6,BBQ,Beef Boti,BBQ,3,700,520,Card,Yes,5,21,Morning
103391,10/16/2025,Thursday,Night,Dine-In,C1179,Repeat,6,Juice Bar,Mango Juice,Drink,5,250,90,Online,Yes,10,8,Evening
103392,12/8/2025,Monday,Night,Takeaway,C1361,New,1,Sweet Section,Gulab Jamun,Dessert,4,200,120,Cash,No,10,11,Evening
103393,12/30/2025,Tuesday,Evening,Takeaway,C1744,Repeat,5,Sweet Section,Custard,Dessert,3,150,100,Online,Yes,10,6,Night
103394,10/10/2025,Friday,Night,Takeaway,C1730,New,1,BBQ,Chicken Boti,BBQ,5,480,310,Cash,Yes,15,19,Evening
103395,1/4/2026,Sunday,Evening,Dine-In,C0091,New,1,Juice Bar,Mango Juice,Drink,2,250,90,Card,No,0,5,Evening
103396,11/23/2025,Sunday,Evening,Dine-In,C0417,Repeat,4,Juice Bar,Orange Juice,Drink,1,220,80,Cash,No,10,17,Evening
103397,1/7/2026,Wednesday,Night,Dine-In,C1092,New,1,Desi Food,Daal Chana,Main Course,2,550,360,Online,No,10,19,Morning
103398,11/29/2025,Saturday,Morning,Takeaway,C2316,Repeat,6,BBQ,Seekh Kebab,BBQ,1,180,110,Card,No,5,22,Morning
103399,1/21/2026,Wednesday,Morning,Takeaway,C1006,Repeat,4,Sweet Section,Gajar Halwa,Dessert,2,300,210,Card,Yes,5,4,Morning
103400,1/12/2026,Monday,Afternoon,Takeaway,C0618,Repeat,2,Sweet Section,Gajar Halwa,Dessert,3,300,210,Online,Yes,15,22,Morning
103401,1/9/2026,Friday,Afternoon,Takeaway,C1109,Repeat,4,Desi Food,Chicken Karahi,Main Course,3,1800,1100,Cash,No,15,19,Evening
103402,11/20/2025,Thursday,Evening,Dine-In,C1717,Repeat,6,BBQ,Chicken Malai Boti,BBQ,1,520,350,Card,Yes,0,11,Morning
103403,10/8/2025,Wednesday,Afternoon,Takeaway,C1107,Repeat,5,BBQ,Seekh Kebab,BBQ,4,180,110,Card,Yes,10,14,Evening
103404,11/17/2025,Monday,Night,Takeaway,C2818,Repeat,5,BBQ,Chicken Tikka,BBQ,3,450,280,Cash,Yes,5,13,Morning
103405,1/22/2026,Thursday,Night,Takeaway,C2295,Repeat,6,BBQ,Chicken Tikka,BBQ,4,450,280,Card,No,10,26,Morning
103406,11/26/2025,Wednesday,Evening,Dine-In,C2573,Repeat,5,Desi Food,Daal Mash,Main Course,4,600,400,Card,Yes,10,20,Evening
103407,1/14/2026,Wednesday,Night,Dine-In,C2214,Repeat,5,Juice Bar,Strawberry Shake,Drink,5,280,170,Cash,Yes,0,23,Night
103408,11/2/2025,Sunday,Afternoon,Dine-In,C0809,Repeat,4,Juice Bar,Orange Juice,Drink,2,220,80,Cash,No,15,23,Evening
103409,11/1/2025,Saturday,Night,Takeaway,C1550,Repeat,3,Juice Bar,Strawberry Shake,Drink,2,280,170,Cash,Yes,15,9,Night
103410,12/20/2025,Saturday,Afternoon,Takeaway,C2944,Repeat,6,BBQ,Chicken Boti,BBQ,4,480,310,Online,No,0,27,Night
103411,1/18/2026,Sunday,Afternoon,Dine-In,C0376,Repeat,5,Sweet Section,Gajar Halwa,Dessert,1,300,210,Card,No,10,25,Night
103412,10/16/2025,Thursday,Afternoon,Takeaway,C1678,Repeat,2,Juice Bar,Banana Shake,Drink,5,220,150,Cash,No,10,18,Morning
103413,12/13/2025,Saturday,Night,Takeaway,C0792,New,1,BBQ,Beef Boti,BBQ,2,700,520,Online,No,15,15,Night
103414,10/15/2025,Wednesday,Evening,Takeaway,C1970,Repeat,2,Sweet Section,Ras Malai,Dessert,4,260,180,Card,No,5,18,Evening
103415,10/31/2025,Friday,Afternoon,Dine-In,C2785,Repeat,6,Juice Bar,Fresh Lime Soda,Drink,2,180,70,Cash,No,10,29,Morning
103416,10/22/2025,Wednesday,Night,Dine-In,C0502,Repeat,3,BBQ,Chicken Tikka,BBQ,1,450,280,Cash,Yes,0,8,Night
